"BUILDING","ROOM","Course","Title","SECTION","First_Name","Last_Name","Monday","Tuesday","Wednesday","Thursday","Friday","Start_Time","Stop_Time"
"FSBLDG","401","ES480","Topics in Earth Science","01","Melissa","Driskell","","T","","R","","02:00 PM","03:15 PM"
"FSBLDG","402","BI341","Natural History Vertebrates","A","Jeffery","Ray","","T","","","","01:00 PM","03:50 PM"
"FSBLDG","402","BI421","Ecology","A","Terry","Richardson","","","","R","","01:00 PM","03:50 PM"
"FSBLDG","403","ES131","Earth Science/Physical Geology","B","Richard","Statom","","T","","","","01:00 PM","02:50 PM"
"FSBLDG","403","ES131","Earth Science/Physical Geology","E","Richard","Statom","","T","","","","10:00 AM","11:50 AM"
"FSBLDG","403","ES132","Historical Geology","A","Terry","Puckett","M","","","","","01:00 PM","02:50 PM"
"FSBLDG","403","ES132","Historical Geology","01","Terry","Puckett","M","","W","","F","10:00 AM","10:50 AM"
"FSBLDG","403","ES133","Earth Science/Earth Systems","A","Terry","Puckett","","","","R","","01:00 PM","02:50 PM"
"FSBLDG","403","ES375","Technology and the Environment","01","Richard","Statom","M","","W","","F","09:00 AM","09:50 AM"
"FSBLDG","411","CH101L","Introductory Chemistry Lab","B","Douglas","Andrews","","","","R","","08:00 AM","10:45 AM"
"FSBLDG","411","CH101L","Introductory Chemistry Lab","A","Douglas","Andrews","","","W","","","02:00 PM","04:45 PM"
"FSBLDG","411","CH101L","Introductory Chemistry Lab","D","Johnny","Smith","","","","R","","05:00 PM","07:45 PM"
"FSBLDG","411","CH101L","Introductory Chemistry Lab","C","Douglas","Andrews","","","","R","","12:30 PM","03:15 PM"
"FSBLDG","411","CH102L","Intro Organic and Biochem Lab","A","Amanda","Coffman","","T","","","","12:30 PM","03:15 PM"
"FSBLDG","417","BI101","Introductory Biology","05","Terry","Richardson","M","","W","","F","10:00 AM","10:50 AM"
"FSBLDG","417","BI102","Introductory Biology","01","Jason","Jones","","T","","R","","08:00 AM","09:15 AM"
"FSBLDG","417","BI112","Principles of Biology","03","Paul","Davison","M","","W","","F","01:00 PM","01:50 PM"
"FSBLDG","417","BI241","Human Anatomy & Physiology I","03","Damien","Simbeck","","","","R","","06:00 PM","06:50 PM"
"FSBLDG","417","BI241","Human Anatomy & Physiology I","03","Damien","Simbeck","","T","","","","06:00 PM","07:50 PM"
"FSBLDG","417","BI306","Genetics","01","Tina","Hubler","M","","W","","","02:00 PM","03:15 PM"
"FSBLDG","417","BI311","Animal Physiology","01","Glenn","Marvin","M","","W","","F","09:00 AM","09:50 AM"
"FSBLDG","417","BI341","Natural History Vertebrates","01","Jeffery","Ray","M","","W","","F","11:00 AM","11:50 AM"
"FSBLDG","417","BI421","Ecology","01","Terry","Richardson","M","","W","","F","08:00 AM","08:50 AM"
"FSBLDG","417","BI463","Plant Taxonomy","01","Francis","Menapace","M","","W","","","12:00 PM","12:50 PM"
"FSBLDG","417","MA105","Intro to Finite Mathematics","03","Henry","Muse","","T","","R","","09:30 AM","10:45 AM"
"FSBLDG","419","ES131","Earth Science/Physical Geology","D","Melissa","Driskell","","","W","","","01:00 PM","02:50 PM"
"FSBLDG","419","ES131","Earth Science/Physical Geology","F","Wanda","Robertson","M","","","","","01:00 PM","02:50 PM"
"FSBLDG","419","ES131","Earth Science/Physical Geology","G","Wanda","Robertson","","T","","","","01:00 PM","02:50 PM"
"FSBLDG","419","ES131","Earth Science/Physical Geology","C","Melissa","Driskell","","","W","","","10:00 AM","11:50 AM"
"FSBLDG","422","BI311","Animal Physiology","B","Glenn","Marvin","","T","","","","01:00 PM","03:50 PM"
"FSBLDG","422","BI311","Animal Physiology","A","Glenn","Marvin","","T","","","","09:00 AM","11:50 AM"
"GLTHTR","","TH100","Elements of Theatre","01","David","Ruebhausen","","","","","","",""
"GLTHTR","","TH100","Elements of Theatre","02","Charlton","James","","","","","","",""
"GLTHTR","","TH200","Voice and Diction","01","Charlton","James","","T","","R","","02:00 PM","03:15 PM"
"GLTHTR","","TH400","Acting II","01","Charlton","James","M","","W","","","01:00 PM","02:15 PM"
"GLTHTR","","TH440","History of Theatre II","01","David","Ruebhausen","M","","W","","F","11:00 AM","11:50 AM"
"GLTHTR","","TH460","Arts Management","01","David","Ruebhausen","","T","","R","","02:00 PM","03:15 PM"
"GLTHTR","","TH499","Independent Study-Practicum","02","Charlton","James","","","","","","",""
"GLTHTR","","TH540","Theatre History II","01","David","Ruebhausen","M","","W","","F","11:00 AM","11:50 AM"
"GLTHTR","","TH560","Arts Management","01","David","Ruebhausen","","T","","R","","02:00 PM","03:15 PM"
"HOSPIT","","NU301","Fundamentals of Nursing","A","Angela","Hollingsworth","M","","","","","",""
"HOSPIT","","NU302W","Community Health Nursing","A","Laura","Williams","","","","","","",""
"HOSPIT","","NU304","Adult Health Nursing I","A","Willard","Brewer","","","","","","",""
"HOSPIT","","NU306","Mental Health Nursing","A","Nikita","Duke","","","","","","",""
"HOSPIT","","NU407","Adult Health Nursing II","A","Martha","Rock","","","W","","","",""
"HOSPIT","","NU409","Maternity Nursing","A","Margaret","Bergeron","","","","","","",""
"HOSPIT","","NU410","Pediatric Nursing","A","Jennifer","Dawson","M","","","","","",""
"HOSPIT","","NU411","Leadership in Nursing","A","Tera","Kirkman","","","","","","",""
"HOSPIT","","NU414","Senior Internship and Review","A","Rachel","Winston","","","","","","",""
"KELLER","120","MG234","Innovation Engineering® I","01","Santanu","Borah","M","","W","","","11:00 AM","12:15 PM"
"KELLER","120","MG234H","Honors Innovation Eng I","H01","Santanu","Borah","M","","W","","","11:00 AM","12:15 PM"
"KELLER","120","MG334","Innovation Engineering II","01","Santanu","Borah","M","","W","","","12:30 PM","01:45 PM"
"KELLER","120","MG334H","Honors Innovation Eng II","H01","Santanu","Borah","M","","W","","","12:30 PM","01:45 PM"
"KELLER","120","UNA105","Strategies for College Success","02","Kathleen","Richards","","T","","","","11:00 AM","11:50 AM"
"KELLER","120","UNA105","Strategies for College Success","03","Ryan","Zayac","","","","","F","10:00 AM","10:50 AM"
"KELLER","122","AC291","Accounting Concepts I","04","Amanda","Barksdale","","T","","R","","02:00 PM","03:15 PM"
"KELLER","122","AC291","Accounting Concepts I","03","Sharon","Campbell","","T","","R","","11:00 AM","12:15 PM"
"KELLER","122","AC391","Intermediate Accounting I","01","Sharon","Campbell","","T","","R","","12:30 PM","01:45 PM"
"KELLER","122","BL240","Legal Environment of Business","04","Thomas","Lovett","","T","","R","","08:00 AM","09:15 AM"
"KELLER","122","MG382W","Managerial Communications","01","Robert","Koch","","T","","R","","09:30 AM","10:45 AM"
"KELLER","133","EC251","Principles of Macroeconomics","02","Keith","Malone","","T","","R","","11:00 AM","12:15 PM"
"KELLER","133","EC252","Principles of Microeconomics","02","Jason","Imbrogno","M","","W","","F","11:00 AM","11:50 AM"
"KELLER","133","HON301","Global Issues Forum","H01","Melissa","Driskell","","T","","","","06:00 PM","06:50 PM"
"KELLER","133","MG350","Hospitality Management","01","Audra","Nelson","","","","R","","06:00 PM","08:45 PM"
"KELLER","133","MG462","Perf Appraisals and Comp","01","Catherine","White","","","W","","","06:00 PM","08:45 PM"
"KELLER","133","MG640","Management Policy","C01","Dennis","Balch","M","","","","","06:00 PM","08:45 PM"
"KELLER","133","QM291","Statistical Process Control","03","Jason","Imbrogno","M","","W","","","12:00 PM","01:15 PM"
"KELLER","133","QM292","Stat Analysis for Business","03","John","Barrett","","T","","R","","02:00 PM","03:15 PM"
"KELLER","220","CIS330","Systems Analysis and Design","01","Carol","Gossett","","T","","R","","08:00 AM","09:15 AM"
"KELLER","220","EN099","Basic English","03","Christa","Raney","","T","","R","","09:30 AM","10:45 AM"
"KELLER","220","EN122","First-Year Comp Honors II","H03","Dianne","Dodson","","T","","R","","12:30 PM","01:45 PM"
"KELLER","220","MK465","Sales Management","01","Katerina","Hybnerova","","T","","R","","11:00 AM","12:15 PM"
"KELLER","221","FI470","TVA Investment Challenge","01","Kristen","Van Rensselaer","","","W","","","06:00 PM","08:45 PM"
"KELLER","222","EC453","Public Finance","01","Keith","Malone","","T","","R","","09:30 AM","10:45 AM"
"KELLER","222","FI325","Principles of Real Estate I","01","Bruce","Gordon","","T","","R","","02:00 PM","03:15 PM"
"KELLER","222","FI393","Financial Management","01","Kristen","Van Rensselaer","M","","W","","F","09:00 AM","09:50 AM"
"KELLER","222","FI393","Financial Management","02","Kristen","Van Rensselaer","M","","W","","F","10:00 AM","10:50 AM"
"KELLER","222","FI394","Inter Financial Management","01","Brett","King","","T","","R","","11:00 AM","12:15 PM"
"KELLER","222","FI495","Sec Analysis & Port Theory","01","Kristen","Van Rensselaer","M","","","","","12:00 PM","01:15 PM"
"KELLER","222","FI635","Security & Portfolio Analysis","01","Bruce","Gordon","","","","R","","06:00 PM","08:45 PM"
"KELLER","222","QM292","Stat Analysis for Business","02","Peter","Williams","","T","","R","","12:30 PM","01:45 PM"
"KELLER","227","EC251","Principles of Macroeconomics","H01","David","Black","","T","","R","","12:30 PM","01:45 PM"
"KELLER","227","EC341","Inter Macro Theory","01","Peter","Williams","","T","","R","","08:00 AM","09:15 AM"
"KELLER","227","FI423","Financial Institutions Managem","01","Mark","Foster","","T","","R","","02:00 PM","03:15 PM"
"KELLER","227","FI631","Seminar in Finance","01","Brett","King","","T","","","","06:00 PM","08:45 PM"
"KELLER","227","MG391","Entrepreneurship","01","Kerry","Gatlin","","T","","R","","11:00 AM","12:15 PM"
"KELLER","227","PRS609","Orgs, Institutions, & Change","01","Daniel","Hallock","","","","R","","06:00 PM","09:00 PM"
"KELLER","227","QM291","Statistical Process Control","01","John","Barrett","","T","","R","","09:30 AM","10:45 AM"
"KELLER","320","AC472","Tax Accounting","01","Gregory","Carnes","","T","","R","","09:30 AM","10:45 AM"
"KELLER","322","AC291","Accounting Concepts I","01","Rebecca","Hamm","M","","W","","F","09:00 AM","09:50 AM"
"KELLER","322","AC291","Accounting Concepts I","02","Rebecca","Hamm","M","","W","","F","10:00 AM","10:50 AM"
"KELLER","322","AC292","Accounting Concepts II","03","Sharon","Campbell","M","","","","","06:00 PM","08:45 PM"
"KELLER","322","AC392","Intermediate Accounting II","01","Corey","Cagle","","T","","R","","12:30 PM","01:45 PM"
"KELLER","322","AC471","Cost Accounting","01","Keith","Jones","","T","","R","","09:30 AM","10:45 AM"
"KELLER","322","AC473","Auditing","01","Keith","Jones","","T","","R","","11:00 AM","12:15 PM"
"KELLER","327","AC395","Governmental & Nonprofit Acct","01","Anita","Holcombe","M","","","","","06:00 PM","08:45 PM"
"KELLER","327","MG395","Operations Management","01","Diane","Kutz","","T","","R","","12:30 PM","01:45 PM"
"KELLER","327","MK498","Marketing Management","01","Robert","Armstrong","","T","","R","","09:30 AM","10:45 AM"
"KELLER","333","CIS125","Business Software Applications","10","Ronald","Davis","","T","","","","02:00 PM","04:45 PM"
"KELLER","333","CIS236","Info Systems in Organizations","03","Robert","Bailey","","T","","R","","09:30 AM","10:45 AM"
"KELLER","333","CIS236","Info Systems in Organizations","05","Andrew","Potter","M","","W","","","12:00 PM","01:15 PM"
"KELLER","333","CIS289","Introduction to HCI/UX","01","Jason","Watson","","T","","R","","12:30 PM","01:45 PM"
"KELLER","333","CIS445","Adv Database Management Sys","01","Jason","Watson","","T","","R","","11:00 AM","12:15 PM"
"KELLER","333","CS310","Comp Org & Assembly Lang Prog","01","Patricia","Roden","M","","W","","","03:00 PM","04:15 PM"
"KELLER","333","CS335","New Developments in Prog","01","Patricia","Roden","M","","W","","","01:30 PM","02:45 PM"
"KELLER","334","AC395","Governmental & Nonprofit Acct","01","Anita","Holcombe","M","","","","","07:30 PM","08:45 PM"
"KELLER","334","FI495","Sec Analysis & Port Theory","01","Kristen","Van Rensselaer","","","W","","","12:00 PM","01:15 PM"
"MABLDG","10","MA110","Finite Mathematics","06","Lee","Raney","","T","","R","","11:00 AM","12:15 PM"
"MABLDG","10","MA110","Finite Mathematics","08","Lee","Raney","","T","","R","","12:30 PM","01:45 PM"
"MABLDG","10","MA112","Pre-Calculus Algebra","03","Miranda","Bowie","M","","W","","F","09:00 AM","09:50 AM"
"MABLDG","10","MA112","Pre-Calculus Algebra","05","Miranda","Bowie","M","","W","","F","10:00 AM","10:50 AM"
"MABLDG","10","MA112","Pre-Calculus Algebra","02","Eddy","Brackin","","T","","R","","08:00 AM","09:15 AM"
"MABLDG","10","MA112","Pre-Calculus Algebra","01","Jason","Briley","M","","W","","F","08:00 AM","08:50 AM"
"MABLDG","10","MA113","Pre-calculus Trigonometry","01","Jason","Briley","M","","W","","F","11:00 AM","11:50 AM"
"MABLDG","10","MA122","Cal for Bus & Life Science II","01","Jesse","Prince-Lubawy","","T","","R","","09:30 AM","10:45 AM"
"MABLDG","10","MA355","Differential Equations","01","Miranda","Bowie","M","","W","","","12:00 PM","01:15 PM"
"MABLDG","2","MA100","Intermediate Algebra","02","Phyllis","Linton","","T","","R","","08:00 AM","09:15 AM"
"MABLDG","2","MA100","Intermediate Algebra","01","Marlow","McCullough","M","","W","","F","08:00 AM","08:50 AM"
"MABLDG","2","MA105","Intro to Finite Mathematics","01","Mary","Prude","M","","W","","F","09:00 AM","09:50 AM"
"MABLDG","2","MA105","Intro to Finite Mathematics","04","Mary","Prude","M","","W","","F","10:00 AM","10:50 AM"
"MABLDG","2","MA110","Finite Mathematics","03","Mary","Prude","","T","","R","","09:30 AM","10:45 AM"
"MABLDG","2","MA111","Math Reasoning for the Arts","01","Marlow","McCullough","","T","","R","","12:30 PM","01:45 PM"
"MABLDG","2","MA112","Pre-Calculus Algebra","08","Jesse","Prince-Lubawy","M","","W","","F","01:00 PM","01:50 PM"
"MABLDG","2","MA112","Pre-Calculus Algebra","07","Miranda","Bowie","","T","","R","","11:00 AM","12:15 PM"
"MABLDG","2","MA112","Pre-Calculus Algebra","06","Jesse","Prince-Lubawy","M","","W","","F","11:00 AM","11:50 AM"
"MABLDG","4","MA100","Intermediate Algebra","09","Miranda","Bowie","","T","","R","","12:30 PM","01:45 PM"
"MABLDG","4","MA110","Finite Mathematics","05","Jillian","Stupiansky","M","","","","","12:00 PM","12:50 PM"
"MABLDG","4","MA112","Pre-Calculus Algebra","08","Jesse","Prince-Lubawy","","","W","","","12:00 PM","12:50 PM"
"MABLDG","4","MA112","Pre-Calculus Algebra","12","Emily","Patterson","","","","R","","06:00 PM","08:45 PM"
"MABLDG","4","MA113","Pre-calculus Trigonometry","03","Jessica","Stovall","","T","","R","","09:30 AM","10:45 AM"
"MABLDG","4","MA126","Calculus II","01","Jessica","Stovall","M","T","W","R","","08:00 AM","08:50 AM"
"MABLDG","4","MA147","Elementary Statistics","01","Yinaze","Dovoedo","M","","W","","F","09:00 AM","09:50 AM"
"MABLDG","4","MA325","Intro to Discrete Mathematics","01","Mark","Greer","M","","W","","F","11:00 AM","11:50 AM"
"MABLDG","4","MA451","Introduction to Analysis","01","Jessica","Stovall","","T","","R","","11:00 AM","12:15 PM"
"MABLDG","5","MA110","Finite Mathematics","02","Ashley","Johnson","M","","W","","F","09:00 AM","09:50 AM"
"MABLDG","5","MA110","Finite Mathematics","01","Ashley","Johnson","M","","W","","F","08:00 AM","08:50 AM"
"MABLDG","5","MA115","Pre-calculus Algebra and Trig","01","Jayson","Jackson","M","T","W","R","","11:00 AM","11:50 AM"
"MABLDG","5","MA121","Cal for Bus & Life Science I","01","Jayson","Jackson","M","","W","","F","10:00 AM","10:50 AM"
"MABLDG","5","MA306","Mathematics for Elem Teachers","01","Jason","Briley","","T","","R","","09:30 AM","10:45 AM"
"MABLDG","5","MA306","Mathematics for Elem Teachers","02","Mary","Prude","M","","W","","","01:00 PM","02:15 PM"
"MABLDG","5","MA420","Combinatorics/Graph Theory","01","Cynthia","Stenger","","T","","R","","12:30 PM","01:45 PM"
"MABLDG","5","MA421","College Geometry","01","Ashley","Johnson","","T","","R","","08:00 AM","09:15 AM"
"MABLDG","5","MA612","Sel Topics Math - Sec Teachers","01","Henry","Muse","M","","","","","06:00 PM","08:45 PM"
"MABLDG","6","MA110","Finite Mathematics","05","Jillian","Stupiansky","M","","W","","F","11:00 AM","11:50 AM"
"MABLDG","6","MA112","Pre-Calculus Algebra","03","Miranda","Bowie","","","","R","","11:00 AM","11:50 AM"
"MABLDG","6","MA125","Calculus I","02","Jillian","Stupiansky","M","T","W","R","","01:00 PM","01:50 PM"
"MABLDG","6","MA125","Calculus I","01","Jillian","Stupiansky","M","T","W","R","","08:00 AM","08:50 AM"
"MABLDG","6","MA126","Calculus II","02","Ashley","Johnson","M","T","W","R","","12:00 PM","12:50 PM"
"MABLDG","6","MA227","Calculus III","01","Lee","Raney","M","T","W","R","","10:00 AM","10:50 AM"
"MABLDG","6","MA237","Linear Algebra","01","Mark","Greer","M","","W","","F","09:00 AM","09:50 AM"
"MABLDG","8","MA100","Intermediate Algebra","06","Karen","Driskell","M","","W","","F","11:00 AM","11:50 AM"
"MABLDG","8","MA100","Intermediate Algebra","05","Karen","Driskell","M","","W","","F","09:00 AM","09:50 AM"
"MABLDG","8","MA100E","Intermediate Algebra Enhanced","03","Karen","Driskell","M","T","W","R","","08:00 AM","08:50 AM"
"MABLDG","8","MA105","Intro to Finite Mathematics","02","Yinaze","Dovoedo","","T","","R","","11:00 AM","12:15 PM"
"MABLDG","8","MA110","Finite Mathematics","04","Yinaze","Dovoedo","M","","W","","F","12:00 PM","12:50 PM"
"MABLDG","8","MA112","Pre-Calculus Algebra","13","Karen","Driskell","","T","","R","","09:30 AM","10:45 AM"
"MABLDG","8","MA112","Pre-Calculus Algebra","10","Karen","Driskell","","T","","R","","12:30 PM","01:45 PM"
"MABLDG","8","MA147","Elementary Statistics","05","Henry","Muse","M","","W","","F","01:00 PM","01:50 PM"
"MABLDG","8","MA345","Applied Statistics I","02","Jillian","Stupiansky","M","","W","","F","10:00 AM","10:50 AM"
"MUBLDG","101","MU105","University Band","01","Lloyd","Jones","","T","","R","","02:00 PM","03:15 PM"
"MUBLDG","101","MU105","University Band","01","Lloyd","Jones","M","","W","","F","02:00 PM","02:50 PM"
"MUBLDG","101","MU106","Jazz Band","01","Lloyd","Jones","","T","","R","","03:30 PM","05:00 PM"
"MUBLDG","101","MU109","Shoals Symphony at UNA","01","Daniel","Stevens","M","","","","","07:30 PM","10:00 PM"
"MUBLDG","101","MU114","Brass","06","Lloyd","Jones","","","","","","",""
"MUBLDG","101","MU114","Brass","05","Lloyd","Jones","","","","","","",""
"MUBLDG","101","MU117","Woodwinds","02","Lloyd","Jones","","","","","","",""
"MUBLDG","101","MU117","Woodwinds","01","Lloyd","Jones","","","","","","",""
"MUBLDG","101","MU147","Brass Ensemble","01","Eddie","Elsey","M","","","","","05:30 PM","07:00 PM"
"MUBLDG","101","MU151","Class Percussion","01","Tracy","Wiggins","","T","","R","","08:00 AM","08:50 AM"
"MUBLDG","101","MU157","Percussion Ensemble","01","Tracy","Wiggins","M","","W","","","03:30 PM","05:00 PM"
"MUBLDG","101","MU171","Class Woodwinds","01","Meghan","Merciers","M","","W","","","09:00 AM","09:50 AM"
"MUBLDG","101","MU205","University Band","01","Lloyd","Jones","M","","W","","F","02:00 PM","02:50 PM"
"MUBLDG","101","MU205","University Band","01","Lloyd","Jones","","T","","R","","02:00 PM","03:15 PM"
"MUBLDG","101","MU206","Jazz Band","01","Lloyd","Jones","","T","","R","","03:30 PM","05:00 PM"
"MUBLDG","101","MU209","Shoals Symphony at UNA","01","Daniel","Stevens","M","","","","","07:30 PM","10:00 PM"
"MUBLDG","101","MU214","Brass","06","Lloyd","Jones","","","","","","",""
"MUBLDG","101","MU214","Brass","05","Lloyd","Jones","","","","","","",""
"MUBLDG","101","MU217","Woodwinds","02","Lloyd","Jones","","","","","","",""
"MUBLDG","101","MU217","Woodwinds","01","Lloyd","Jones","","","","","","",""
"MUBLDG","101","MU247","Brass Ensemble","01","Eddie","Elsey","M","","","","","05:30 PM","07:00 PM"
"MUBLDG","101","MU257","Percussion Ensemble","01","Tracy","Wiggins","M","","W","","","03:30 PM","05:00 PM"
"MUBLDG","101","MU305","University Band","01","Lloyd","Jones","","T","","R","","02:00 PM","03:15 PM"
"MUBLDG","101","MU305","University Band","01","Lloyd","Jones","M","","W","","F","02:00 PM","02:50 PM"
"MUBLDG","101","MU306","Jazz Band","01","Lloyd","Jones","","T","","R","","03:30 PM","05:00 PM"
"MUBLDG","101","MU309","Shoals Symphony at UNA","01","Daniel","Stevens","M","","","","","07:30 PM","10:00 PM"
"MUBLDG","101","MU314","Brass","06","Lloyd","Jones","","","","","","",""
"MUBLDG","101","MU314","Brass","05","Lloyd","Jones","","","","","","",""
"MUBLDG","101","MU317","Woodwinds","01","Lloyd","Jones","","","","","","",""
"MUBLDG","101","MU317","Woodwinds","02","Lloyd","Jones","","","","","","",""
"MUBLDG","101","MU347","Brass Ensemble","01","Eddie","Elsey","M","","","","","05:30 PM","07:00 PM"
"MUBLDG","101","MU357","Percussion Ensemble","01","Tracy","Wiggins","M","","W","","","03:30 PM","05:00 PM"
"MUBLDG","101","MU405","University Band","01","Lloyd","Jones","","T","","R","","02:00 PM","03:15 PM"
"MUBLDG","101","MU405","University Band","01","Lloyd","Jones","M","","W","","F","02:00 PM","02:50 PM"
"MUBLDG","101","MU406","Jazz Band","01","Lloyd","Jones","","T","","R","","03:30 PM","05:00 PM"
"MUBLDG","101","MU409","Shoals Symphony at UNA","01","Daniel","Stevens","M","","","","","07:30 PM","10:00 PM"
"MUBLDG","101","MU414","Brass","05","Lloyd","Jones","","","","","","",""
"MUBLDG","101","MU414","Brass","06","Lloyd","Jones","","","","","","",""
"MUBLDG","101","MU417","Woodwinds","01","Lloyd","Jones","","","","","","",""
"MUBLDG","101","MU417","Woodwinds","02","Lloyd","Jones","","","","","","",""
"MUBLDG","101","MU419","Senior Recital","11","Lloyd","Jones","","","","","","",""
"MUBLDG","101","MU419","Senior Recital","13","Lloyd","Jones","","","","","","",""
"MUBLDG","101","MU419","Senior Recital","14","Lloyd","Jones","","","","","","",""
"MUBLDG","101","MU419","Senior Recital","12","Lloyd","Jones","","","","","","",""
"MUBLDG","101","MU447","Brass Ensemble","01","Eddie","Elsey","M","","","","","05:30 PM","07:00 PM"
"MUBLDG","101","MU457","Percussion Ensemble","01","Tracy","Wiggins","M","","W","","","03:30 PM","05:00 PM"
"MUBLDG","101","MU467","String Ensemble","01","Daniel","Stevens","M","","","","","05:00 PM","07:00 PM"
"MUBLDG","101","MU505","University Band","01","Lloyd","Jones","","T","","R","","02:00 PM","03:15 PM"
"MUBLDG","101","MU505","University Band","01","Lloyd","Jones","M","","W","","F","02:00 PM","02:50 PM"
"MUBLDG","101","MU506","Jazz Band","01","Lloyd","Jones","","T","","R","","03:30 PM","05:00 PM"
"MUBLDG","101","MU657","Ped of WW Inst","01","Meghan","Merciers","M","","W","","","09:00 AM","09:50 AM"
"MUBLDG","101","MU690","Special Topics in Music","03","Daniel","Stevens","M","","","","","07:30 PM","10:00 PM"
"MUBLDG","118","MU117","Woodwinds","03","Whitney","O'Neal","","","","","","",""
"MUBLDG","118","MU117","Woodwinds","04","Whitney","O'Neal","","","","","","",""
"MUBLDG","118","MU118","Guitar","01","Robert","Valentine","","","","","","",""
"MUBLDG","118","MU118","Guitar","02","Robert","Valentine","","","","","","",""
"MUBLDG","118","MU217","Woodwinds","04","Whitney","O'Neal","","","","","","",""
"MUBLDG","118","MU217","Woodwinds","03","Whitney","O'Neal","","","","","","",""
"MUBLDG","118","MU218","Guitar","02","Robert","Valentine","","","","","","",""
"MUBLDG","118","MU218","Guitar","01","Robert","Valentine","","","","","","",""
"MUBLDG","118","MU317","Woodwinds","03","Whitney","O'Neal","","","","","","",""
"MUBLDG","118","MU317","Woodwinds","04","Whitney","O'Neal","","","","","","",""
"MUBLDG","118","MU318","Guitar","01","Robert","Valentine","","","","","","",""
"MUBLDG","118","MU318","Guitar","02","Robert","Valentine","","","","","","",""
"MUBLDG","118","MU417","Woodwinds","04","Whitney","O'Neal","","","","","","",""
"MUBLDG","118","MU417","Woodwinds","03","Whitney","O'Neal","","","","","","",""
"MUBLDG","118","MU418","Guitar","01","Robert","Valentine","","","","","","",""
"MUBLDG","118","MU418","Guitar","02","Robert","Valentine","","","","","","",""
"MUBLDG","118","MU419","Senior Recital","10","Whitney","O'Neal","","","","","","",""
"MUBLDG","118","MU419","Senior Recital","09","Whitney","O'Neal","","","","","","",""
"MUBLDG","138","MU121","Class Voice","01","Eleanor","McClellan","","T","","R","","11:00 AM","11:50 AM"
"MUBLDG","138","MU191","Sight Singing/Ear Training II","01","Samuel","Merciers","","T","","R","","08:00 AM","08:50 AM"
"MUBLDG","138","MU191","Sight Singing/Ear Training II","02","Samuel","Merciers","","T","","R","","10:00 AM","10:50 AM"
"MUBLDG","138","MU244","Survey of Music Literature","01","Whitney","O'Neal","M","","W","","F","09:00 AM","09:50 AM"
"MUBLDG","138","MU381","Elementary School Music Method","01","Robert","Stegall","M","","W","","F","10:00 AM","10:50 AM"
"MUBLDG","138","MU383","Instrumental Conducting","01","Robert","Stegall","M","","W","","","08:00 AM","08:50 AM"
"MUBLDG","139","MU102","Music Theory II","01","Meghan","Merciers","M","","W","","F","08:00 AM","08:50 AM"
"MUBLDG","139","MU102","Music Theory II","02","Meghan","Merciers","M","","W","","F","10:00 AM","10:50 AM"
"MUBLDG","139","MU187","Guitar Ensemble","01","Robert","Valentine","","","","","F","04:00 PM","05:00 PM"
"MUBLDG","139","MU196","Vocal Diction II","01","Tiffany","Brown","","T","","R","","10:00 AM","10:50 AM"
"MUBLDG","139","MU202","Music Theory IV","01","Eddie","Elsey","M","","W","","F","01:00 PM","01:50 PM"
"MUBLDG","139","MU361","Orchestration and Arranging","01","Daniel","Stevens","","T","","R","","12:00 PM","12:50 PM"
"MUBLDG","139","MU398","Vocal Literature","01","Terrance","Brown","","T","","R","","02:00 PM","02:50 PM"
"MUBLDG","139","MU490","Special Topic","01","Lloyd","Jones","M","","","","","04:00 PM","06:00 PM"
"MUBLDG","139","MU631","Marching Band Techniques","01","Lloyd","Jones","M","","","","","04:00 PM","06:00 PM"
"MUBLDG","140","MU100","Fundamentals of Music","01","Gene","Gifford","M","","W","","F","08:00 AM","08:50 AM"
"MUBLDG","140","MU222","Music Appreciation","01","Hubert","Flowers","M","","W","","F","11:00 AM","11:50 AM"
"MUBLDG","140","MU222","Music Appreciation","02","Hubert","Flowers","","T","","R","","11:00 AM","12:15 PM"
"MUBLDG","140","MU346W","History of Music II","01","Hubert","Flowers","","T","","R","","09:30 AM","10:45 AM"
"MUBLDG","142","MU114","Brass","07","David","McCullough","","","","","","",""
"MUBLDG","142","MU114","Brass","08","David","McCullough","","","","","","",""
"MUBLDG","142","MU214","Brass","08","David","McCullough","","","","","","",""
"MUBLDG","142","MU214","Brass","07","David","McCullough","","","","","","",""
"MUBLDG","142","MU314","Brass","08","David","McCullough","","","","","","",""
"MUBLDG","142","MU314","Brass","07","David","McCullough","","","","","","",""
"MUBLDG","142","MU414","Brass","07","David","McCullough","","","","","","",""
"MUBLDG","142","MU414","Brass","08","David","McCullough","","","","","","",""
"MUBLDG","142","MU419","Senior Recital","16","David","McCullough","","","","","","",""
"MUBLDG","142","MU419","Senior Recital","15","David","McCullough","","","","","","",""
"MUBLDG","142","MU690","Special Topics in Music","02","David","McCullough","","","","","","",""
"MUBLDG","146","MU104","Vocal Jazz Ensemble","01","Ian","Loeppky","M","","W","","","03:00 PM","04:15 PM"
"MUBLDG","146","MU110","Collegiate Singers","01","Ian","Loeppky","M","","W","","F","11:00 AM","11:50 AM"
"MUBLDG","146","MU127","Chamber Choir","01","Ian","Loeppky","","T","","R","","11:00 AM","12:15 PM"
"MUBLDG","146","MU204","Vocal Jazz Ensemble","01","Ian","Loeppky","M","","W","","","03:00 PM","04:15 PM"
